,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
Sleepers_1996,False,/w2rWEjAMYErpNfoK2Z0GFh1LFhN.jpg,"[80, 18, 53]",819,en,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,28.29,/eoYdbtJOvyshBgIEtsoH4uBEVR9.jpg,1996-10-18,Sleepers,False,7.6,3027
The First Wives Club_1996,False,/g5Yfe1qafowkSP4qFAk7BygGut3.jpg,[35],2925,en,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",16.798,/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg,1996-09-20,The First Wives Club,False,6.7,666
The Hunchback of Notre Dame_1996,False,/oslaee3VX9kJAjVezbjZKlEJDzn.jpg,"[18, 16, 10751]",10545,en,The Hunchback of Notre Dame,"At the urging of his gargoyle pals, Quasimodo leaves Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",52.096,/r7V92gY3AMO6li17MmGTixAnFcv.jpg,1996-06-21,The Hunchback of Notre Dame,False,7.1,4398
James and the Giant Peach_1996,False,/m8hh2IQTFqLN2EMDDiAngf6UYY8.jpg,"[12, 16, 10751, 14]",10539,en,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",20.252,/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg,1996-04-12,James and the Giant Peach,False,6.6,1131
The Preacher's Wife_1996,False,/59bNOqtEgRCT8uggzm1bcPRv8tw.jpg,"[10751, 14, 18, 35, 10749]",21539,en,The Preacher's Wife,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.",8.459,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,1996-12-13,The Preacher's Wife,False,5.8,190
Up Close and Personal_1996,False,/wqD5zMFFITtzySK7fuYX42AtbJE.jpg,"[18, 10749]",9302,en,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",9.411,/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,1996-03-01,Up Close & Personal,False,6.3,181
One Fine Day_1996,False,/zTSHM51BLAdzEJXVJvUFhEmLIui.jpg,"[10749, 35]",7300,en,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",11.691,/ubEExGaBdbfZEMGLV7kWdqSY68j.jpg,1996-12-20,One Fine Day,False,6.4,552
That Thing You Do!_1996,False,/3dW8wSKA3S0v5pM5tuJGW2DqLBF.jpg,"[35, 18, 10749, 10402]",9591,en,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",14.573,/oIaeMi7d5YsX95O1BOZtK4HeoM4.jpg,1996-10-04,That Thing You Do!,False,6.9,703
Canhead_1996,False,,[16],220836,en,Canhead,"Jay Clay and Blue are wanderers in the wilderness. Blue vanishes and Jay is lost and alone. The anxiety in his mind and soul manifest in the form of the mighty giant, Canhead. Jay must overpower the giant if he is to live on and be reunited with Blue.",0.6,/qup0iIDoKIjL12rsjOs95zm8Tz2.jpg,1996-01-01,Canhead,False,6.9,7
La Salla_1996,False,,[16],218775,en,La Salla,"A tale of a man who has everything he needs in his one little room, and the disasters that befall him when he succumbs to the temptation of the world outside his door. An Italian opera, with subtitles and some cows and fish.",0.6,/oIRs7uriSv1KvyXWhzJZnv0dyT6.jpg,1996-09-07,La Salla,False,2.6,7
Quest_1996,False,/cncuckBn8pqImh2NEPTjq46XVbv.jpg,"[28, 12]",9103,en,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",19.162,/xMDo0ewl6XMZei44UNGMfho6eBq.jpg,1996-04-19,The Quest,False,6.1,574
Wat's Pig_1996,False,/vY9txCwbk7KtdmHtJjhn1CcuiUS.jpg,[16],48589,en,Wat's Pig,"In a Medieval castle, a marauder tries to kidnap the twin infant sons of the lord. He makes off with only one, whom he drops about a mile away. A pig rescues this baby, so one brother grows up high on the hog, the other down with the swine; one is lazy, his lost brother is industrious. Years later, when a neighboring prince declares war, the brother in the castle is too soft to fight. Through happenstance, the twins are united just before the final battle. Will the upper-class brother let his humble sibling lead the troops to certain defeat and death?",0.718,/zTg7yHiTmiA4aPkKdrd6jeIEJSP.jpg,1996-01-01,Wat's Pig,False,6.5,11
"De Tripas, Corazon_1996",False,,[],244904,en,"De Tripas, Corazón","The coming-of-age story of young milkboy Martín (García Bernal). While his friends Jesús (Altomaro) and Roberto (Mora) are cocky and apparently they have a lot of experience in sex, young Martín is shy, quiet and virgin. Everything changes when the young cocky boys want to prove they're men and go to a brothel without Martín.",1.011,/9pTe0wsO0XzpgihXpphUrxJndKu.jpg,1996-01-01,"De Tripas, Corazón",False,5,5
Dear Diary_1996,False,,"[10749, 35, 18]",244901,en,Dear Diary,"A New York magazine art director, a married  mother of two who just turned 40, decides to record the events of her day in a journal. The film won an Oscar for Best Live Action Short Film.",1.201,/aO6EEbMgCTl6EXKa93OzQTBzWCu.jpg,1996-12-13,Dear Diary,False,6,8
Ernst & Lyset_1996,False,,[35],210822,en,Ernst og lyset,"The businessman Ernst has just landed in the airport and is on his way home to his wife. Its raining heavy outside and therefore he takes a hitchhiker with him. They start a conversation about the value of life and soon it becomes evident to the spectators that the hitchhiker is Jesus Christ, but Ernst is in too much of a rush to go back to his wife to notice.",0.92,/t1QTJmrNoSGFZylpeMfskzxzYuY.jpg,1996-01-01,Ernst & the Light,False,6.6,11
Esposados_1996,False,,[],186701,en,Esposados,"Antonio and Concha, a couple who are constantly fighting about money, win the Christmas Lottery first prize. Concha, who is very bossy, starts making decisions about how they're going to spend it. But Antonio is fed up with her, he just wants to go to Brazil, lay in the sun, and never see her again. So he starts to plan how to get rid of her...",0.6,,1996-11-16,Linked,False,5,4
Wordless_1996,False,,[],244905,en,Senza parole,"Celestino has communication problems because of his incomprehensible native dialect. When he falls madly in love with a deaf girl called Rosetta, he learns sign language and pretends to be deaf as well in order to court her.",0.6,/oR2NpF7malJ9Ji9Jidlzurd54PW.jpg,1996-06-22,Wordless,False,5.7,3
Independence Day_1996,False,/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg,"[28, 12, 878]",602,en,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",46.765,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,1996-06-25,Independence Day,False,6.9,8457
The Rock_1996,False,/1SsHEx1sCfVZY6Nj0sMyFTlEDql.jpg,"[28, 12, 53]",9802,en,The Rock,"FBI chemical warfare expert Stanley Goodspeed is sent on an urgent mission with a former British spy, John Patrick Mason, to stop Gen. Francis X. Hummel from launching chemical weapons on Alcatraz Island into San Francisco. Gen. Hummel demands $100 million in war reparations to be paid to the families of slain servicemen who died on covert operations. After their SEAL team is wiped out, Stanley and John deal with the soldiers on their own.",36.313,/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg,1996-06-07,The Rock,False,7.1,3991
Twister_1996,False,/aoWQe00ctaK5k56yc7vsoqEWdHI.jpg,"[28, 12, 18]",664,en,Twister,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",29.656,/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg,1996-05-10,Twister,False,6.5,2723
Daylight_1996,False,/9BQI665Vt8ib4X2HwC35XPn9ydo.jpg,"[28, 12, 53]",11228,en,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,18.685,/omw7K0L6qArF87zv7qDjjVysyev.jpg,1996-12-06,Daylight,False,6.1,1325
Eraser_1996,False,/8n6ZCFJWwK7UiX7NYuIEvHLRPYG.jpg,"[28, 18, 9648, 53]",9268,en,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",22.813,/uu2gBpFElDfxTI6BI9bT4pZ4kvw.jpg,1996-06-21,Eraser,False,6,1540
The Ghost and the Darkness_1996,False,/kM2RkLCt3ElQ2NfHgw1CzZXRGfZ.jpg,"[12, 28, 53]",10586,en,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",22.449,/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg,1996-10-11,The Ghost and the Darkness,False,6.8,837
Dragonheart_1996,False,/p8pgb189HfbuKZ5T7TeFrNQNxvb.jpg,"[14, 28, 12, 18]",8840,en,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",18.606,/yfoBpR6aQ4IKT46oALjGxxCthoZ.jpg,1996-05-31,DragonHeart,False,6.5,1752
Trainspotting_1996,False,/e9GbzPawXDFvLwSseCXpHkbCyAP.jpg,"[18, 80]",627,en,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",25.833,/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg,1996-02-23,Trainspotting,False,8,8608
Lone Star_1996,False,/jAWu7vxLOIiDwskIXnF8zqtCnRw.jpg,"[18, 9648, 10749]",26748,en,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",5.391,/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg,1996-06-21,Lone Star,False,7,274
nan_1996,False,/5g2xQryR7nJ8lLNbD1Zhckw3w5l.jpg,"[35, 18]",118379,cn,色情男女,"Sing's last two films were flops, but he is given the helm on a Category III sex film and has to cope with a leading lady who won't do nude scenes, Triad backers, and a crumbling relationship with his girlfriend.",18.802,/dwG9fhwryn500dKWd5HG0coO4Tp.jpg,1996-11-28,Viva Erotica,False,6.6,21
Good Will Hunting_1997,False,/uzM4Rdr7aMQNdT8MqKY5Mic733N.jpg,[18],489,en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",71.697,/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,1997-12-05,Good Will Hunting,False,8.1,10369
The Apostle_1997,False,/beQp5TtuIe4ZEwGmcUF5qCnjDF8.jpg,[18],2895,en,The Apostle,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",6.778,/jFCpQF6k1ksC7dLUJBgYvNwwlVe.jpg,1997-12-19,The Apostle,False,6.5,123
Ulee's Gold_1997,False,/76arHnEx5uY9WRT5GLRXSX2UYDa.jpg,[18],55306,en,Ulee's Gold,"Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit.",2.914,/uGoXXAGHhjdDzHmt8PkYKfSwqu3.jpg,1997-06-13,Ulee's Gold,False,6.4,58
Wag the Dog_1997,False,/bWoNwo04ZfZoEvEF8gliyB1EAyS.jpg,"[35, 18]",586,en,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",10.362,/kAwOj7t8ZeaniTFtLWVSKO79JxX.jpg,1997-12-25,Wag the Dog,False,7,782
As Good as It Gets_1997,False,/b65fJ6mlbkqYwsj9X7U8eSsuPOx.jpg,"[35, 10749]",2898,en,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",21.378,/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,1997-12-19,As Good as It Gets,False,7.4,3249
